SIM_TIME,YEAR,NODE_ID,REL_ID,REL_TYPE (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_IP,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMSIZED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_IP,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMSIZED,DEST_STI,DEST_SUPERSPREADER
1,1960.5,1,7,1,0,3165,1,1,6939.04,"",1,1,1,0,0,0,0,6938.04,5029,1,0,10318.6,"",1,1,1,0,0,0,0
1,1960.5,1,15,1,0,14713,1,1,6953.39,"",1,1,1,0,0,0,0,6953.39,8426,1,0,11675.6,"",1,1,1,0,0,0,0
1,1960.5,1,12,0,0,7849,1,1,7209.77,"",1,1,1,0,0,0,0,7208.77,11209,1,0,10262.3,"",1,1,1,0,0,0,0
1,1960.5,1,13,0,0,12235,1,1,5983.16,"",1,1,1,0,0,0,0,5983.16,11687,1,0,5284.25,"",1,1,1,0,0,0,0
2,1960.51,1,20,0,0,7722,1,1,6237.97,"",1,1,1,0,0,0,0,6236.97,1369,1,0,6512.37,"",1,1,1,0,0,0,0
3,1960.51,1,34,1,0,12459,1,1,5901.91,"",1,1,1,0,0,0,0,5899.91,2172,1,0,8241.72,"",1,1,1,0,0,0,0
3,1960.51,1,30,0,0,12845,1,1,6233.84,"",1,1,1,0,0,0,0,6231.84,2579,1,0,10597.6,"",1,1,1,0,0,0,0
4,1960.51,1,42,0,0,11990,1,1,6646.81,"",1,1,1,0,0,0,0,6643.81,3230,1,0,11273.4,"",1,1,1,0,0,0,0
4,1960.51,1,43,0,0,15937,1,1,5765.84,"",1,1,1,0,0,0,0,5762.84,8660,1,0,11388.7,"",1,1,1,0,0,0,0
4,1960.51,1,44,0,0,2861,1,1,5592.82,"",1,1,1,0,0,0,0,5588.82,10249,1,0,8593.61,"",1,1,1,0,0,0,0
4,1960.51,1,57,1,0,9461,1,1,7211.64,"",1,1,1,0,0,0,0,7207.64,14477,1,0,12257.9,"",1,1,1,0,0,0,0
4,1960.51,1,50,0,0,10156,1,1,5489.98,"",1,1,1,0,0,0,0,5485.98,15906,1,0,7432.27,"",1,1,1,0,0,0,0
5,1960.51,1,58,0,0,4717,1,1,7170.45,"",1,1,1,0,0,0,0,7166.45,1581,1,0,5342.4,"",1,1,1,0,0,0,0
5,1960.51,1,59,0,0,7491,1,1,5904.95,"",1,1,1,0,0,0,0,5900.95,4658,1,0,9662.45,"",1,1,1,0,0,0,0
5,1960.51,1,63,0,0,9997,1,1,6068.36,"",1,1,1,0,0,0,0,6063.36,14977,1,0,9611.08,"",1,1,1,0,0,0,0
5,1960.51,1,68,1,0,2211,1,1,6870.93,"",1,1,1,0,0,0,0,6865.93,15628,1,0,10246.8,"",1,1,1,0,0,0,0
5,1960.51,1,64,0,0,15882,1,1,5604.74,"",1,1,1,0,0,0,0,5599.74,15977,1,0,10672.2,"",1,1,1,0,0,0,0
5,1960.51,1,70,1,0,2463,1,1,6871.78,"",1,1,1,0,0,0,0,6866.78,16949,1,0,10706.7,"",1,1,1,0,0,0,0
6,1960.52,1,82,1,0,736,1,1,6688.34,"",1,1,1,0,0,0,0,6682.34,2685,1,0,9210.36,"",1,1,1,0,0,0,0
6,1960.52,1,73,0,0,9858,1,1,5710.51,"",1,1,1,0,0,0,0,5705.51,5037,1,0,8429.56,"",1,1,1,0,0,0,0
6,1960.52,1,79,0,0,11668,1,1,5962.23,"",1,1,1,0,0,0,0,5956.23,11921,1,0,9228.73,"",1,1,1,0,0,0,0
6,1960.52,1,80,0,0,14972,1,1,6227.98,"",1,1,1,0,0,0,0,6221.98,16260,1,0,7333.22,"",1,1,1,0,0,0,0
7,1960.52,1,92,1,0,16792,1,1,7140.72,"",1,1,1,0,0,0,0,7134.72,1480,1,0,9682.85,"",1,1,1,0,0,0,0
8,1960.52,1,104,0,0,16585,1,0,6920.77,"",1,1,1,0,0,0,0,6913.77,635,1,1,6607.63,"",1,1,1,0,0,0,0
8,1960.52,1,106,1,0,2312,1,1,5936.33,"",1,1,1,0,0,0,0,5929.33,682,1,0,8718,"",1,1,1,0,0,0,0
8,1960.52,1,99,0,0,3994,1,0,6795.25,"",1,1,1,0,0,0,0,6787.25,14010,1,1,5337.72,"",1,1,1,0,0,0,0
8,1960.52,1,112,1,0,2649,1,1,7053.9,"",1,1,1,0,0,0,0,7045.9,15298,1,0,7891.02,"",1,1,1,0,0,0,0
9,1960.52,1,114,0,0,10578,1,1,6679.67,"",1,1,1,0,0,0,0,6671.67,2204,1,0,5259.43,"",1,1,1,0,0,0,0
9,1960.52,1,121,1,0,8348,1,1,6860.95,"",1,1,1,0,0,0,0,6851.95,9821,1,0,11947.6,"",1,1,1,0,0,0,0
9,1960.52,1,126,1,0,11509,1,1,5918.26,"",1,1,1,0,0,0,0,5910.26,10122,1,0,10498.1,"",1,1,1,0,0,0,0
9,1960.52,1,127,1,0,13188,1,0,6362.84,"",1,1,1,0,0,0,0,6353.84,14044,1,1,8076.99,"",1,1,1,0,0,0,0
9,1960.52,1,119,0,0,16742,1,1,6261.52,"",1,1,1,0,0,0,0,6253.52,14652,1,0,9686.55,"",1,1,1,0,0,0,0
10,1960.53,1,137,1,0,13418,1,1,7165.14,"",1,1,1,0,0,0,0,7156.14,2220,1,0,8446.46,"",1,1,1,0,0,0,0
10,1960.53,1,132,0,0,14277,1,1,6551.4,"",1,1,1,0,0,0,0,6542.4,6607,1,0,7992.91,"",1,1,1,0,0,0,0
11,1960.53,1,150,1,0,5739,1,0,7292.31,"",1,1,1,0,0,0,0,7282.31,4515,1,1,7375.65,"",1,1,1,0,0,0,0
11,1960.53,1,144,0,0,15150,1,1,6197.51,"",1,1,1,0,0,0,0,6187.51,6346,1,0,7536.78,"",1,1,1,0,0,0,0
12,1960.53,1,163,0,0,10589,1,1,5752.89,"",1,1,1,0,0,0,0,5740.89,12136,1,0,8404.56,"",1,1,1,0,0,0,0
12,1960.53,1,168,1,0,2116,1,0,6475.24,"",1,1,1,0,0,0,0,6463.24,15088,1,1,7393.24,"",1,1,1,0,0,0,0
13,1960.54,1,172,0,0,5537,1,1,7166.34,"",1,1,1,0,0,0,0,7153.34,6654,1,0,7429.36,"",1,1,1,0,0,0,0
13,1960.54,1,173,0,0,4885,1,1,5922.19,"",1,1,1,0,0,0,0,5909.19,9675,1,0,5457.24,"",1,1,1,0,0,0,0
13,1960.54,1,174,0,0,11572,1,1,5927.95,"",1,1,1,0,0,0,0,5915.95,10042,1,0,8509.82,"",1,1,1,0,0,0,0
13,1960.54,1,178,1,0,9876,1,1,7225.64,"",1,1,1,0,0,0,0,7212.64,10303,1,0,11827.5,"",1,1,1,0,0,0,0
13,1960.54,1,176,0,0,15779,1,1,7228.95,"",1,1,1,0,0,0,0,7216.95,10882,1,0,5982.29,"",1,1,1,0,0,0,0
13,1960.54,1,183,1,0,12701,1,1,5752.78,"",1,1,1,0,0,0,0,5739.78,16931,1,0,9980.46,"",1,1,1,0,0,0,0
14,1960.54,1,189,0,0,7240,1,1,6451.3,"",1,1,1,0,0,0,0,6438.3,4343,1,0,9510.45,"",1,1,1,0,0,0,0
14,1960.54,1,192,0,0,13245,1,0,6235.52,"",1,1,1,0,0,0,0,6222.52,7221,1,1,7645.59,"",1,1,1,0,0,0,0
14,1960.54,1,198,1,0,12685,1,1,6030.56,"",1,1,1,0,0,0,0,6016.56,15663,1,0,9089.69,"",1,1,1,0,0,0,0
15,1960.54,1,201,0,0,2733,1,1,7116.37,"",1,1,1,0,0,0,0,7102.37,2389,1,0,9130.68,"",1,1,1,0,0,0,0
15,1960.54,1,213,1,0,5262,1,1,7103.81,"",1,1,1,0,0,0,0,7089.81,4825,1,0,8233.98,"",1,1,1,0,0,0,0
15,1960.54,1,204,0,0,11200,1,1,6464.06,"",1,1,1,0,0,0,0,6449.06,12697,1,0,9335.07,"",1,1,1,0,0,0,0
16,1960.54,1,225,0,0,9903,1,1,6103.6,"",1,1,1,0,0,0,0,6088.6,8662,1,0,8918.9,"",1,1,1,0,0,0,0
16,1960.54,1,216,0,0,9870,1,1,5638.26,"",1,1,1,0,0,0,0,5622.26,12884,1,0,6849.04,"",1,1,1,0,0,0,0
17,1960.55,1,241,0,0,8942,1,1,6592.29,"",1,1,1,0,0,0,0,6575.29,15398,1,0,17362.8,"",1,1,1,0,0,0,0
17,1960.55,1,246,1,0,8991,1,1,6839.02,"",1,1,1,0,0,0,0,6822.02,16275,1,0,4888.75,"",1,1,1,0,0,0,0
18,1960.55,1,255,0,0,9374,1,1,7047.07,"",1,1,1,0,0,0,0,7030.07,1529,1,0,8887.16,"",1,1,1,0,0,0,0
18,1960.55,1,256,0,0,1957,1,0,7107.36,"",1,1,1,0,0,0,0,7089.36,6037,1,1,8285.33,"",1,1,1,0,0,0,0
18,1960.55,1,257,0,0,17245,1,1,7138.09,"",1,1,1,0,0,0,0,7121.09,7833,1,0,9725.79,"",1,1,1,0,0,0,0
18,1960.55,1,258,0,0,17020,1,1,6230.32,"",1,1,1,0,0,0,0,6213.32,10603,1,0,7427.18,"",1,1,1,0,0,0,0
18,1960.55,1,264,1,0,8792,1,0,6314.97,"",1,1,1,0,0,0,0,6296.97,10934,1,1,7790.99,"",1,1,1,0,0,0,0
18,1960.55,1,265,1,0,7960,1,1,7094.47,"",1,1,1,0,0,0,0,7076.47,11847,1,0,8032.68,"",1,1,1,0,0,0,0
18,1960.55,1,261,0,0,17356,1,1,5826.87,"",1,1,1,0,0,0,0,5809.87,14380,1,0,7753.97,"",1,1,1,0,0,0,0
19,1960.55,1,273,0,0,5124,1,1,5856.34,"",1,1,1,0,0,0,0,5838.34,1231,1,0,8214.73,"",1,1,1,0,0,0,0
19,1960.55,1,274,0,0,10980,1,1,5874.19,"",1,1,1,0,0,0,0,5855.19,12622,1,0,7473.63,"",1,1,1,0,0,0,0
19,1960.55,1,281,1,0,8086,1,0,6963.18,"",1,1,1,0,0,0,0,6944.18,15290,1,1,5145.22,"",1,1,1,0,0,0,0
20,1960.55,1,294,1,0,12532,1,1,6893.92,"",1,1,1,0,0,0,0,6874.92,731,1,0,13431.2,"",1,1,1,0,0,0,0
20,1960.55,1,298,1,0,15418,1,0,6449.61,"",1,1,1,0,0,0,0,6430.61,1108,1,1,7353.47,"",1,1,1,0,0,0,0
20,1960.55,1,286,0,0,2457,1,1,6880.39,"",1,1,1,0,0,0,0,6860.39,2529,1,0,10559.5,"",1,1,1,0,0,0,0
20,1960.55,1,289,0,0,13499,1,1,6191.19,"",1,1,1,0,0,0,0,6172.19,7446,1,0,8585.29,"",1,1,1,0,0,0,0
20,1960.55,1,291,0,0,12320,1,1,6438.97,"",1,1,1,0,0,0,0,6419.97,9506,1,0,10620.1,"",1,1,1,0,0,0,0
20,1960.55,1,292,0,0,17198,1,1,6167.19,"",1,1,1,0,0,0,0,6148.19,12483,1,0,9645.32,"",1,1,1,0,0,0,0
20,1960.55,1,293,0,0,938,1,1,5913.86,"",1,1,1,0,0,0,0,5893.86,15705,1,0,9591.82,"",1,1,1,0,0,0,0
20,1960.55,1,295,1,0,10492,1,0,6859.78,"",1,1,1,0,0,0,0,6839.78,16313,1,1,7941.9,"",1,1,1,0,0,0,0
21,1960.56,1,305,0,0,15028,1,0,6769.58,"",1,1,1,0,0,0,0,6749.58,3095,1,1,7851.12,"",1,1,1,0,0,0,0
21,1960.56,1,301,0,0,5944,1,0,6613.67,"",1,1,1,0,0,0,0,6592.67,11117,1,1,9123.39,"",1,1,1,0,0,0,0
22,1960.56,1,313,0,0,7164,1,1,6483.54,"",1,1,1,0,0,0,0,6462.54,4838,1,0,10785.4,"",1,1,1,0,0,0,0
22,1960.56,1,314,0,0,5200,1,1,7310.86,"",1,1,1,0,0,0,0,7289.86,5096,1,0,9743.81,"",1,1,1,0,0,0,0
22,1960.56,1,316,0,0,5898,1,1,6357.16,"",1,1,1,0,0,0,0,6335.16,9106,1,0,8912.35,"",1,1,1,0,0,0,0
22,1960.56,1,318,0,0,5028,1,1,6188.98,"",1,1,1,0,0,0,0,6166.98,13667,1,0,9230.67,"",1,1,1,0,0,0,0
22,1960.56,1,319,1,0,7343,1,1,6879.17,"",1,1,1,0,0,0,0,6857.17,16533,1,0,10259.5,"",1,1,1,0,0,0,0
22,1960.56,1,324,1,0,9362,1,1,5764.26,"",1,1,1,0,0,0,0,5742.26,16796,1,0,8061.62,"",1,1,1,0,0,0,0
22,1960.56,1,315,0,0,8787,1,0,6002.77,"",1,1,1,0,0,0,0,5980.77,16871,1,1,8122.38,"",1,1,1,0,0,0,0
23,1960.56,1,330,1,0,16683,1,1,6664.77,"",1,1,1,0,0,0,0,6642.77,7991,1,0,7380.78,"",1,1,1,0,0,0,0
23,1960.56,1,331,1,0,4631,1,1,7197.43,"",1,1,1,0,0,0,0,7174.43,8299,1,0,9881.76,"",1,1,1,0,0,0,0
23,1960.56,1,334,1,0,15300,1,1,6320.81,"",1,1,1,0,0,0,0,6298.81,14914,1,0,7427.7,"",1,1,1,0,0,0,0
24,1960.57,1,336,0,0,13502,1,1,5730.87,"",1,1,1,0,0,0,0,5707.87,2620,1,0,7772.91,"",1,1,1,0,0,0,0
24,1960.57,1,340,0,0,16897,1,1,6054.43,"",1,1,1,0,0,0,0,6031.43,12210,1,0,8587.84,"",1,1,1,0,0,0,0
24,1960.57,1,344,0,0,15928,1,0,7090.8,"",1,1,1,0,0,0,0,7067.8,13347,1,1,7964.54,"",1,1,1,0,0,0,0
25,1960.57,1,349,0,0,495,1,0,5695.31,"",1,1,1,0,0,0,0,5670.31,4235,1,1,8202.02,"",1,1,1,0,0,0,0
25,1960.57,1,352,1,0,9820,1,1,6260.6,"",1,1,1,0,0,0,0,6236.6,6977,1,0,8398.96,"",1,1,1,0,0,0,0
26,1960.57,1,373,1,0,12997,1,1,7125.13,"",1,1,1,0,0,0,0,7100.13,7107,1,0,9046.76,"",1,1,1,0,0,0,0
26,1960.57,1,368,1,0,4513,1,0,6364.41,"",1,1,1,0,0,0,0,6338.41,7273,1,1,8591.06,"",1,1,1,0,0,0,0
26,1960.57,1,361,0,0,15045,1,1,7057.19,"",1,1,1,0,0,0,0,7032.19,11250,1,0,6265.76,"",1,1,1,0,0,0,0
27,1960.57,1,375,0,0,9062,1,0,6276.85,"",1,1,1,0,0,0,0,6250.85,3159,1,1,7993.19,"",1,1,1,0,0,0,0
27,1960.57,1,383,1,0,8769,1,1,5969.3,"",1,1,1,0,0,0,0,5943.3,3245,1,0,9688.06,"",1,1,1,0,0,0,0
27,1960.57,1,377,0,0,4302,1,1,7229.98,"",1,1,1,0,0,0,0,7203.98,3258,1,0,9617.98,"",1,1,1,0,0,0,0
27,1960.57,1,378,0,0,12221,1,1,6493.74,"",1,1,1,0,0,0,0,6467.74,4199,1,0,9188.86,"",1,1,1,0,0,0,0
27,1960.57,1,376,0,0,14928,1,0,7176.73,"",1,1,1,0,0,0,0,7149.73,17276,1,1,8172.4,"",1,1,1,0,0,0,0
28,1960.58,1,387,0,0,8049,1,1,6749.44,"",1,1,1,0,0,0,0,6722.44,6187,1,0,9722.09,"",1,1,1,0,0,0,0
29,1960.58,1,405,1,0,665,1,1,6319.73,"",1,1,1,0,0,0,0,6290.73,5051,1,0,8311.39,"",1,1,1,0,0,0,0
29,1960.58,1,407,1,0,5624,1,1,6920.41,"",1,1,1,0,0,0,0,6891.41,12757,1,0,8308.43,"",1,1,1,0,0,0,0
29,1960.58,1,402,0,0,2816,1,1,6662.08,"",1,1,1,0,0,0,0,6633.08,15827,1,0,7382.38,"",1,1,1,0,0,0,0
30,1960.58,1,419,1,0,5914,1,1,7279.98,"",1,1,1,0,0,0,0,7250.98,4384,1,0,11074.8,"",1,1,1,0,0,0,0
30,1960.58,1,420,1,0,5631,1,0,6870.56,"",1,1,1,0,0,0,0,6840.56,12087,1,1,6546.53,"",1,1,1,0,0,0,0
30,1960.58,1,416,0,0,3606,1,1,6234.78,"",1,1,1,0,0,0,0,6204.78,12649,1,0,7769.77,"",1,1,1,0,0,0,0
31,1960.58,1,425,0,0,13008,1,1,6808.99,"",1,1,1,0,0,0,0,6778.99,2410,1,0,7368.71,"",1,1,1,0,0,0,0
31,1960.58,1,428,0,0,15573,1,1,6836.14,"",1,1,1,0,0,0,0,6806.14,4151,1,0,7905.15,"",1,1,1,0,0,0,0
31,1960.58,1,433,1,0,12359,1,0,6344.65,"",1,1,1,0,0,0,0,6314.65,7598,1,1,7759.18,"",1,1,1,0,0,0,0
31,1960.58,1,438,1,0,15667,1,1,5977.96,"",1,1,1,0,0,0,0,5947.96,9079,1,0,7788.57,"",1,1,1,0,0,0,0
31,1960.58,1,435,1,0,5494,1,1,6856.51,"",1,1,1,0,0,0,0,6825.51,14197,1,0,7552.74,"",1,1,1,0,0,0,0
32,1960.59,1,442,0,0,16815,1,0,6898.11,"",1,1,1,0,0,0,0,6867.11,1518,1,1,6400.77,"",1,1,1,0,0,0,0
32,1960.59,1,451,1,0,13481,1,1,6848.29,"",1,1,1,0,0,0,0,6817.29,4605,1,0,7725.34,"",1,1,1,0,0,0,0
32,1960.59,1,449,1,0,10488,1,1,5802.05,"",1,1,1,0,0,0,0,5771.05,8334,1,0,9179.03,"",1,1,1,0,0,0,0
32,1960.59,1,444,0,0,2147,1,1,7213.21,"",1,1,1,0,0,0,0,7181.21,8762,1,0,11117.5,"",1,1,1,0,0,0,0
32,1960.59,1,452,1,0,14754,1,1,6552.52,"",1,1,1,0,0,0,0,6520.52,17076,1,0,7967.65,"",1,1,1,0,0,0,0
33,1960.59,1,456,0,0,9757,1,1,6356.81,"",1,1,1,0,0,0,0,6323.81,10014,1,0,7850.78,"",1,1,1,0,0,0,0
33,1960.59,1,458,0,0,17310,1,1,5718.66,"",1,1,1,0,0,0,0,5686.66,14614,1,0,9063.21,"",1,1,1,0,0,0,0
33,1960.59,1,461,0,0,15658,1,1,6570.44,"",1,1,1,0,0,0,0,6537.44,17325,1,0,8047.8,"",1,1,1,0,0,0,0
34,1960.59,1,464,0,0,5363,1,1,6620.9,"",1,1,1,0,0,0,0,6587.9,49,1,0,9122.83,"",1,1,1,0,0,0,0
34,1960.59,1,481,1,0,5280,1,1,6684.42,"",1,1,1,0,0,0,0,6651.42,732,1,0,6209.28,"",1,1,1,0,0,0,0
34,1960.59,1,470,0,0,13333,1,0,6857.9,"",1,1,1,0,0,0,0,6824.9,3287,1,1,8090.71,"",1,1,1,0,0,0,0
34,1960.59,1,482,1,0,11923,1,1,7031.5,"",1,1,1,0,0,0,0,6998.5,3404,1,0,8411.81,"",1,1,1,0,0,0,0
34,1960.59,1,478,1,0,4802,1,1,5983.59,"",1,1,1,0,0,0,0,5949.59,7294,1,0,11158.2,"",1,1,1,0,0,0,0
34,1960.59,1,469,0,0,650,1,1,7091.96,"",1,1,1,0,0,0,0,7057.96,11258,1,0,12202.1,"",1,1,1,0,0,0,0
34,1960.59,1,471,0,0,7863,1,1,7198,"",1,1,1,0,0,0,0,7164,13335,1,0,7356.51,"",1,1,1,0,0,0,0
35,1960.6,1,485,0,0,7159,1,1,6065.79,"",1,1,1,0,0,0,0,6031.79,3959,1,0,8706.98,"",1,1,1,0,0,0,0
36,1960.6,1,495,0,0,2757,1,1,6335.95,"",1,1,1,0,0,0,0,6299.95,8998,1,0,7450.32,"",1,1,1,0,0,0,0
36,1960.6,1,501,1,0,7677,1,1,6903.36,"",1,1,1,0,0,0,0,6867.36,11735,1,0,9821.83,"",1,1,1,0,0,0,0
37,1960.6,1,506,0,0,13863,1,1,6558.69,"",1,1,1,0,0,0,0,6522.69,1762,1,0,6906.46,"",1,1,1,0,0,0,0
37,1960.6,1,509,0,0,7154,1,0,6360.58,"",1,1,1,0,0,0,0,6324.58,6578,1,1,7522.57,"",1,1,1,0,0,0,0
37,1960.6,1,513,1,0,4041,1,1,6691.1,"",1,1,1,0,0,0,0,6654.1,16471,1,0,10448.8,"",1,1,1,0,0,0,0
38,1960.6,1,528,1,0,14234,1,1,7258.17,"",1,1,1,0,0,0,0,7221.17,11068,1,0,10376.4,"",1,1,1,0,0,0,0
38,1960.6,1,524,0,0,16000,1,1,5533.29,"",1,1,1,0,0,0,0,5495.29,16932,1,0,7796.08,"",1,1,1,0,0,0,0
39,1960.61,1,537,1,0,11433,1,1,5770.84,"",1,1,1,0,0,0,0,5732.84,1820,1,0,8359.07,"",1,1,1,0,0,0,0
39,1960.61,1,538,1,0,5136,1,1,6475.47,"",1,1,1,0,0,0,0,6437.47,4065,1,0,7533.25,"",1,1,1,0,0,0,0
39,1960.61,1,532,0,0,1707,1,0,7033.34,"",1,1,1,0,0,0,0,6994.34,4572,1,1,8569.95,"",1,1,1,0,0,0,0
39,1960.61,1,540,1,0,9106,1,0,8929.35,"",1,2,2,0,0,0,0,8912.35,15077,1,1,8095.46,"",1,1,1,0,0,0,0
39,1960.61,1,533,0,0,7225,1,1,6202.07,"",1,1,1,0,0,0,0,6163.07,15106,1,0,8565.36,"",1,1,1,0,0,0,0
40,1960.61,1,551,1,0,16127,1,1,5988.66,"",1,1,1,0,0,0,0,5949.66,909,1,0,9982.53,"",1,1,1,0,0,0,0
40,1960.61,1,546,0,0,4689,1,1,7222.91,"",1,1,1,0,0,0,0,7182.91,7625,1,0,9030.45,"",1,1,1,0,0,0,0
41,1960.61,1,556,0,0,5447,1,1,7216.25,"",1,1,1,0,0,0,0,7176.25,961,1,0,8725.98,"",1,1,1,0,0,0,0
41,1960.61,1,560,1,0,9026,1,1,7297.8,"",1,1,1,0,0,0,0,7257.8,5684,1,0,10477.3,"",1,1,1,0,0,0,0
42,1960.62,1,566,0,0,14694,1,0,7195,"",1,1,1,0,0,0,0,7154,1875,1,1,9845.53,"",1,1,1,0,0,0,0
42,1960.62,1,563,0,0,11219,1,1,7329.02,"",1,1,1,0,0,0,0,7288.02,6764,1,0,6222.34,"",1,1,1,0,0,0,0
42,1960.62,1,570,1,0,5830,1,1,6649.32,"",1,1,1,0,0,0,0,6607.32,10097,1,0,9570.11,"",1,1,1,0,0,0,0
42,1960.62,1,572,1,0,8146,1,1,7283.32,"",1,1,1,0,0,0,0,7241.32,15203,1,0,5053.54,"",1,1,1,0,0,0,0
43,1960.62,1,585,1,0,7471,1,1,6739.3,"",1,1,1,0,0,0,0,6697.3,2677,1,0,9544.69,"",1,1,1,0,0,0,0
43,1960.62,1,576,0,0,530,1,1,5824.84,"",1,1,1,0,0,0,0,5781.84,5106,1,0,8022.31,"",1,1,1,0,0,0,0
43,1960.62,1,578,0,0,5662,1,1,6804.81,"",1,1,1,0,0,0,0,6761.81,13532,1,0,6768.66,"",1,1,1,0,0,0,0
43,1960.62,1,583,1,0,8378,1,1,5892.6,"",1,1,1,0,0,0,0,5849.6,16194,1,0,8043.47,"",1,1,1,0,0,0,0
43,1960.62,1,584,1,0,11545,1,1,6342.85,"",1,1,1,0,0,0,0,6299.85,17153,1,0,8422.31,"",1,1,1,0,0,0,0
44,1960.62,1,588,0,0,13725,1,1,6190.42,"",1,1,1,0,0,0,0,6147.42,86,1,0,10840.3,"",1,1,1,0,0,0,0
44,1960.62,1,595,1,0,11410,1,1,6707.17,"",1,1,1,0,0,0,0,6664.17,3783,1,0,12199,"",1,1,1,0,0,0,0
44,1960.62,1,590,0,0,6496,1,1,6140.86,"",1,1,1,0,0,0,0,6096.86,7027,1,0,8873.99,"",1,1,1,0,0,0,0
44,1960.62,1,597,1,0,5659,1,1,5954.8,"",1,1,1,0,0,0,0,5910.8,10904,1,0,8155.99,"",1,1,1,0,0,0,0
45,1960.62,1,599,0,0,12121,1,1,5671.73,"",1,1,1,0,0,0,0,5627.73,1648,1,0,8688.28,"",1,1,1,0,0,0,0
45,1960.62,1,602,0,0,12915,1,0,6443.97,"",1,1,1,0,0,0,0,6399.97,4382,1,1,9331.28,"",1,1,1,0,0,0,0
