Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
1278,1964,200,30.047,F,3,2,local,STIPreEmigrating,0,57,129,0,0,MARITAL,PAUSED,307,0,3
1278,1964,200,30.047,F,2,0,N/A,STIPostImmigrating,0,57,129,0,0,MARITAL,NORMAL,307,2,2
1282,1964.01,337,51.6006,M,4,2,local,STIPreEmigrating,0,54,147,0,0,MARITAL,PAUSED,194,4,0
1282,1964.01,60,34.028,F,3,2,local,STIPreEmigrating,0,48,128,0,0,MARITAL,PAUSED,68,0,3
1282,1964.01,103,48.5789,M,2,4,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,291,2,0
1282,1964.01,311,30.1261,M,1,2,local,STIPreEmigrating,0,166,27,0,0,INFORMAL,PAUSED,306,1,0
1282,1964.01,311,30.1261,M,2,0,N/A,STIPostImmigrating,0,166,27,0,0,INFORMAL,PAUSED,306,2,0
1282,1964.01,103,48.5789,M,4,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,PAUSED,291,4,0
1282,1964.01,60,34.028,F,2,0,N/A,STIPostImmigrating,0,48,128,0,0,MARITAL,PAUSED,68,0,2
1282,1964.01,337,51.6006,M,2,0,N/A,STIPostImmigrating,0,54,147,0,0,MARITAL,NORMAL,194,2,2
1284,1964.02,236,39.1835,M,3,2,local,STIPreEmigrating,0,40,102,0,0,MARITAL,PAUSED,244,3,0
1284,1964.02,200,30.0635,F,2,3,local,STIPreEmigrating,0,57,132,0,0,MARITAL,NORMAL,307,2,2
1284,1964.02,200,30.0635,F,3,0,N/A,STIPostImmigrating,0,57,132,0,0,MARITAL,PAUSED,307,0,3
1284,1964.02,236,39.1835,M,2,0,N/A,STIPostImmigrating,0,40,102,0,0,MARITAL,PAUSED,244,2,0
1286,1964.02,75,45.8942,M,4,2,local,STIPreEmigrating,0,58,155,0,0,MARITAL,NORMAL,185,4,4
1286,1964.02,75,45.8942,M,2,0,N/A,STIPostImmigrating,0,58,155,0,0,MARITAL,PAUSED,185,2,0
1289,1964.03,253,45.5144,F,4,2,local,STIPreEmigrating,0,159,21,0,0,MARITAL,NORMAL,286,4,4
1289,1964.03,253,45.5144,F,2,0,N/A,STIPostImmigrating,0,159,21,0,0,MARITAL,PAUSED,286,0,2
1291,1964.04,336,55.8627,F,3,2,local,STIPreEmigrating,0,70,31,0,0,MARITAL,PAUSED,149,0,3
1291,1964.04,121,52.5154,F,2,4,local,STIPreEmigrating,0,76,154,0,0,MARITAL,PAUSED,16,0,2
1291,1964.04,219,33.5324,M,2,4,local,STIPreEmigrating,0,185,6,0,0,INFORMAL,NORMAL,31,2,2
1291,1964.04,219,33.5324,M,4,0,N/A,STIPostImmigrating,0,185,6,0,0,INFORMAL,PAUSED,31,4,0
1291,1964.04,121,52.5154,F,4,0,N/A,STIPostImmigrating,0,76,154,0,0,MARITAL,NORMAL,16,4,4
1291,1964.04,336,55.8627,F,2,0,N/A,STIPostImmigrating,0,70,31,0,0,MARITAL,PAUSED,149,0,2
1293,1964.04,213,50.8057,F,4,1,local,STIPreEmigrating,0,175,7,0,0,MARITAL,PAUSED,328,0,4
1293,1964.04,290,52.3851,F,4,1,local,STIPreEmigrating,0,69,125,0,0,MARITAL,NORMAL,327,4,4
1293,1964.04,296,33.9499,F,3,2,local,STIPreEmigrating,0,151,54,0,0,INFORMAL,PAUSED,165,0,3
1293,1964.04,296,33.9499,F,2,0,N/A,STIPostImmigrating,0,151,54,0,0,INFORMAL,PAUSED,165,0,2
1293,1964.04,290,52.3851,F,1,0,N/A,STIPostImmigrating,0,69,125,0,0,MARITAL,PAUSED,327,0,1
1293,1964.04,213,50.8057,F,1,0,N/A,STIPostImmigrating,0,175,7,0,0,MARITAL,PAUSED,328,0,1
1295,1964.05,185,37.0725,F,4,3,local,STIPreEmigrating,0,58,155,0,0,MARITAL,PAUSED,75,0,4
1295,1964.05,189,33.0395,F,1,4,local,STIPreEmigrating,0,125,31,0,0,MARITAL,PAUSED,99,0,1
1295,1964.05,189,33.0395,F,4,0,N/A,STIPostImmigrating,0,125,31,0,0,MARITAL,PAUSED,99,0,4
1295,1964.05,185,37.0725,F,3,0,N/A,STIPostImmigrating,0,58,155,0,0,MARITAL,PAUSED,75,0,3
1296,1964.05,118,34.8058,F,3,1,local,STIPreEmigrating,0,158,23,0,0,MARITAL,PAUSED,202,0,3
1296,1964.05,281,45.8069,M,1,4,local,STIPreEmigrating,0,32,135,0,0,MARITAL,PAUSED,177,1,0
1296,1964.05,281,45.8069,M,4,0,N/A,STIPostImmigrating,0,32,135,0,0,MARITAL,NORMAL,177,4,4
1296,1964.05,118,34.8058,F,1,0,N/A,STIPostImmigrating,0,158,23,0,0,MARITAL,NORMAL,202,1,1
1298,1964.06,53,34.6977,F,4,2,local,STIPreEmigrating,0,50,63,0,0,MARITAL,PAUSED,193,0,4
1298,1964.06,292,35.1392,F,4,3,local,STIPreEmigrating,0,142,6,0,0,TRANSITORY,NORMAL,70,4,4
1298,1964.06,189,33.0477,F,4,1,local,STIPreEmigrating,0,125,31,0,0,MARITAL,PAUSED,99,0,4
1298,1964.06,155,32.853,F,3,2,local,STIPreEmigrating,0,51,168,0,0,INFORMAL,PAUSED,255,0,3
1298,1964.06,99,36.9873,M,2,4,local,STIPreEmigrating,0,125,31,0,0,MARITAL,PAUSED,189,2,0
1298,1964.06,290,52.3988,F,1,3,local,STIPreEmigrating,0,69,125,0,0,MARITAL,PAUSED,327,0,1
1298,1964.06,290,52.3988,F,3,0,N/A,STIPostImmigrating,0,69,125,0,0,MARITAL,PAUSED,327,0,3
1298,1964.06,99,36.9873,M,4,0,N/A,STIPostImmigrating,0,125,31,0,0,MARITAL,PAUSED,189,4,0
1298,1964.06,155,32.853,F,2,0,N/A,STIPostImmigrating,0,51,168,0,0,INFORMAL,NORMAL,255,2,2
1298,1964.06,189,33.0477,F,1,0,N/A,STIPostImmigrating,0,125,31,0,0,MARITAL,PAUSED,99,0,1
1298,1964.06,292,35.1392,F,3,0,N/A,STIPostImmigrating,0,142,6,0,0,TRANSITORY,PAUSED,70,0,3
1298,1964.06,53,34.6977,F,2,0,N/A,STIPostImmigrating,0,50,63,0,0,MARITAL,PAUSED,193,0,2
1299,1964.06,132,30.2799,F,2,3,local,STIPreEmigrating,0,170,13,0,0,INFORMAL,NORMAL,169,2,2
1299,1964.06,132,30.2799,F,3,0,N/A,STIPostImmigrating,0,170,13,0,0,INFORMAL,PAUSED,169,0,3
1301,1964.06,198,39.6894,M,1,3,local,STIPreEmigrating,0,164,11,0,0,INFORMAL,PAUSED,128,1,0
1301,1964.06,198,39.6894,M,3,0,N/A,STIPostImmigrating,0,164,11,0,0,INFORMAL,PAUSED,128,3,0
1303,1964.07,45,32.6883,F,3,4,local,STIPreEmigrating,0,64,79,0,0,MARITAL,PAUSED,55,0,3
1303,1964.07,198,39.6949,M,3,1,local,STIPreEmigrating,0,164,11,0,0,INFORMAL,PAUSED,128,3,0
1303,1964.07,45,32.6883,F,4,0,N/A,STIPostImmigrating,0,64,79,0,0,MARITAL,PAUSED,55,0,4
1303,1964.07,198,39.6949,M,1,0,N/A,STIPostImmigrating,0,164,11,0,0,INFORMAL,PAUSED,128,1,0
1305,1964.08,132,30.2963,F,3,2,local,STIPreEmigrating,0,170,13,0,0,INFORMAL,PAUSED,169,0,3
1305,1964.08,132,30.2963,F,2,0,N/A,STIPostImmigrating,0,170,13,0,0,INFORMAL,NORMAL,169,2,2
1306,1964.08,270,32.9697,M,3,1,local,STIPreEmigrating,0,111,87,0,0,TRANSITORY,PAUSED,168,3,0
1306,1964.08,270,32.9697,M,1,0,N/A,STIPostImmigrating,0,111,87,0,0,TRANSITORY,PAUSED,168,1,0
1307,1964.08,186,46.5225,M,4,1,local,STIPreEmigrating,0,118,45,0,0,MARITAL,NORMAL,269,4,4
1307,1964.08,249,38.6205,M,4,1,local,STIPreEmigrating,0,165,46,0,0,INFORMAL,PAUSED,321,4,0
1307,1964.08,302,40.7606,F,2,1,local,STIPreEmigrating,0,71,121,0,0,MARITAL,PAUSED,8,0,2
1307,1964.08,202,40.7326,M,1,3,local,STIPreEmigrating,0,158,29,0,0,MARITAL,NORMAL,118,1,1
1307,1964.08,202,40.7326,M,3,0,N/A,STIPostImmigrating,0,158,29,0,0,MARITAL,PAUSED,118,3,0
1307,1964.08,302,40.7606,F,1,0,N/A,STIPostImmigrating,0,71,121,0,0,MARITAL,NORMAL,8,1,1
1307,1964.08,249,38.6205,M,1,0,N/A,STIPostImmigrating,0,165,46,0,0,INFORMAL,PAUSED,321,1,0
1307,1964.08,186,46.5225,M,1,0,N/A,STIPostImmigrating,0,118,45,0,0,MARITAL,PAUSED,269,1,0
1308,1964.08,23,54.3462,F,2,3,local,STIPreEmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,2
1308,1964.08,23,54.3462,F,3,0,N/A,STIPostImmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,3
1311,1964.09,54,46.4505,M,1,4,local,STIPreEmigrating,0,66,98,0,0,MARITAL,PAUSED,4,1,0
1311,1964.09,54,46.4505,M,4,0,N/A,STIPostImmigrating,0,66,98,0,0,MARITAL,NORMAL,4,4,4
1314,1964.1,155,32.8968,F,2,3,local,STIPreEmigrating,0,51,176,0,0,INFORMAL,NORMAL,255,2,2
1314,1964.1,155,32.8968,F,3,0,N/A,STIPostImmigrating,0,51,176,0,0,INFORMAL,PAUSED,255,0,3
1315,1964.1,104,34.4753,M,3,4,local,STIPreEmigrating,0,154,18,0,0,INFORMAL,PAUSED,239,3,0
1315,1964.1,302,40.7826,F,1,3,local,STIPreEmigrating,0,71,122,0,0,MARITAL,NORMAL,8,1,1
1315,1964.1,302,40.7826,F,3,0,N/A,STIPostImmigrating,0,71,122,0,0,MARITAL,PAUSED,8,0,3
1315,1964.1,104,34.4753,M,4,0,N/A,STIPostImmigrating,0,154,18,0,0,INFORMAL,PAUSED,239,4,0
1316,1964.11,79,40.7236,F,2,4,local,STIPreEmigrating,0,65,133,0,0,MARITAL,PAUSED,284,0,2
1316,1964.11,79,40.7236,F,4,0,N/A,STIPostImmigrating,0,65,133,0,0,MARITAL,PAUSED,284,0,4
1318,1964.11,305,34.3617,M,3,4,local,STIPreEmigrating,0,16,99,0,0,MARITAL,PAUSED,73,3,0
1318,1964.11,123,36.6283,F,2,1,local,STIPreEmigrating,0,8,140,0,0,MARITAL,PAUSED,235,0,2
1318,1964.11,52,38.2893,F,1,3,local,STIPreEmigrating,0,28,106,0,0,MARITAL,PAUSED,120,0,1
1318,1964.11,52,38.2893,F,3,0,N/A,STIPostImmigrating,0,28,106,0,0,MARITAL,NORMAL,120,3,3
1318,1964.11,123,36.6283,F,1,0,N/A,STIPostImmigrating,0,8,140,0,0,MARITAL,PAUSED,235,0,1
1318,1964.11,305,34.3617,M,4,0,N/A,STIPostImmigrating,0,16,99,0,0,MARITAL,PAUSED,73,4,0
1320,1964.12,155,32.9132,F,3,2,local,STIPreEmigrating,0,51,176,0,0,INFORMAL,PAUSED,255,0,3
1320,1964.12,311,30.2302,M,2,4,local,STIPreEmigrating,0,166,27,0,0,INFORMAL,PAUSED,306,2,0
1320,1964.12,311,30.2302,M,4,0,N/A,STIPostImmigrating,0,166,27,0,0,INFORMAL,PAUSED,306,4,0
1320,1964.12,155,32.9132,F,2,0,N/A,STIPostImmigrating,0,51,176,0,0,INFORMAL,NORMAL,255,2,2
1321,1964.12,270,33.0108,M,1,4,local,STIPreEmigrating,0,111,87,0,0,TRANSITORY,PAUSED,168,1,0
1321,1964.12,270,33.0108,M,4,0,N/A,STIPostImmigrating,0,111,87,0,0,TRANSITORY,PAUSED,168,4,0
1322,1964.12,206,42.9308,M,3,1,local,STIPreEmigrating,0,46,109,0,0,MARITAL,PAUSED,142,3,0
1322,1964.12,23,54.3845,F,3,2,local,STIPreEmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,3
1322,1964.12,23,54.3845,F,2,0,N/A,STIPostImmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,2
1322,1964.12,206,42.9308,M,1,0,N/A,STIPostImmigrating,0,46,109,0,0,MARITAL,NORMAL,142,1,1
1323,1964.12,155,32.9215,F,2,3,local,STIPreEmigrating,0,51,176,0,0,INFORMAL,NORMAL,255,2,2
1323,1964.12,71,31.1235,F,2,4,local,STIPreEmigrating,0,167,13,0,0,TRANSITORY,PAUSED,133,0,2
1323,1964.12,139,41.7875,M,2,1,local,STIPreEmigrating,0,109,8,0,0,MARITAL,PAUSED,211,2,0
1323,1964.12,139,41.7875,M,1,0,N/A,STIPostImmigrating,0,109,8,0,0,MARITAL,PAUSED,211,1,0
1323,1964.12,71,31.1235,F,4,0,N/A,STIPostImmigrating,0,167,13,0,0,TRANSITORY,NORMAL,133,4,4
1323,1964.12,155,32.9215,F,3,0,N/A,STIPostImmigrating,0,51,176,0,0,INFORMAL,PAUSED,255,0,3
1324,1964.13,219,33.6229,M,4,2,local,STIPreEmigrating,0,185,8,0,0,INFORMAL,NORMAL,31,4,4
1324,1964.13,200,30.1731,F,3,1,local,STIPreEmigrating,0,57,132,0,0,MARITAL,PAUSED,307,0,3
1324,1964.13,55,44.6712,M,1,2,local,STIPreEmigrating,0,64,79,0,0,MARITAL,PAUSED,45,1,0
1324,1964.13,55,44.6712,M,2,0,N/A,STIPostImmigrating,0,64,79,0,0,MARITAL,PAUSED,45,2,0
1324,1964.13,200,30.1731,F,1,0,N/A,STIPostImmigrating,0,57,132,0,0,MARITAL,PAUSED,307,0,1
1324,1964.13,219,33.6229,M,2,0,N/A,STIPostImmigrating,0,185,8,0,0,INFORMAL,PAUSED,31,2,0
1325,1964.13,132,30.3511,F,2,3,local,STIPreEmigrating,0,170,19,0,0,INFORMAL,NORMAL,169,2,2
1325,1964.13,132,30.3511,F,3,0,N/A,STIPostImmigrating,0,170,19,0,0,INFORMAL,PAUSED,169,0,3
1326,1964.13,240,40.1257,F,3,2,local,STIPreEmigrating,0,49,123,0,0,MARITAL,PAUSED,145,0,3
1326,1964.13,240,40.1257,F,2,0,N/A,STIPostImmigrating,0,49,123,0,0,MARITAL,NORMAL,145,2,2
1327,1964.14,60,34.1512,F,2,3,local,STIPreEmigrating,0,48,128,0,0,MARITAL,PAUSED,68,0,2
1327,1964.14,60,34.1512,F,3,0,N/A,STIPostImmigrating,0,48,128,0,0,MARITAL,PAUSED,68,0,3
1328,1964.14,155,32.9352,F,3,2,local,STIPreEmigrating,0,51,176,0,0,INFORMAL,PAUSED,255,0,3
1328,1964.14,296,34.0458,F,2,3,local,STIPreEmigrating,0,151,54,0,0,INFORMAL,PAUSED,165,0,2
1328,1964.14,139,41.8012,M,1,2,local,STIPreEmigrating,0,109,8,0,0,MARITAL,PAUSED,211,1,0
1328,1964.14,139,41.8012,M,2,0,N/A,STIPostImmigrating,0,109,8,0,0,MARITAL,PAUSED,211,2,0
1328,1964.14,296,34.0458,F,3,0,N/A,STIPostImmigrating,0,151,54,0,0,INFORMAL,PAUSED,165,0,3
1328,1964.14,155,32.9352,F,2,0,N/A,STIPostImmigrating,0,51,176,0,0,INFORMAL,NORMAL,255,2,2
1329,1964.14,165,40.4433,M,4,2,local,STIPreEmigrating,0,151,54,0,0,INFORMAL,PAUSED,296,4,0
1329,1964.14,155,32.9379,F,2,1,local,STIPreEmigrating,0,51,177,0,0,INFORMAL,NORMAL,255,2,2
1329,1964.14,155,32.9379,F,1,0,N/A,STIPostImmigrating,0,51,177,0,0,INFORMAL,PAUSED,255,0,1
1329,1964.14,165,40.4433,M,2,0,N/A,STIPostImmigrating,0,151,54,0,0,INFORMAL,PAUSED,296,2,0
1330,1964.14,180,44.5141,F,4,3,local,STIPreEmigrating,0,83,142,0,0,MARITAL,NORMAL,341,4,4
1330,1964.14,180,44.5141,F,3,0,N/A,STIPostImmigrating,0,83,142,0,0,MARITAL,PAUSED,341,0,3
1332,1964.15,75,46.0203,M,2,4,local,STIPreEmigrating,0,58,155,0,0,MARITAL,PAUSED,185,2,0
1332,1964.15,75,46.0203,M,4,0,N/A,STIPostImmigrating,0,58,155,0,0,MARITAL,PAUSED,185,4,0
1333,1964.15,128,30.3057,F,2,3,local,STIPreEmigrating,0,164,11,0,0,INFORMAL,PAUSED,198,0,2
1333,1964.15,106,33.4093,F,1,4,local,STIPreEmigrating,0,30,170,0,0,MARITAL,NORMAL,98,1,1
1333,1964.15,106,33.4093,F,4,0,N/A,STIPostImmigrating,0,30,170,0,0,MARITAL,PAUSED,98,0,4
1333,1964.15,128,30.3057,F,3,0,N/A,STIPostImmigrating,0,164,11,0,0,INFORMAL,PAUSED,198,0,3
1334,1964.15,263,37.4369,F,4,2,local,STIPreEmigrating,0,91,96,0,0,INFORMAL,PAUSED,157,0,4
1334,1964.15,146,54.2232,F,3,1,local,STIPreEmigrating,0,39,79,0,0,MARITAL,PAUSED,78,0,3
1334,1964.15,146,54.2232,F,1,0,N/A,STIPostImmigrating,0,39,79,0,0,MARITAL,NORMAL,78,1,1
1334,1964.15,263,37.4369,F,2,0,N/A,STIPostImmigrating,0,91,96,0,0,INFORMAL,NORMAL,157,2,2
1335,1964.16,197,35.3514,F,4,3,local,STIPreEmigrating,0,18,77,0,0,MARITAL,PAUSED,113,0,4
1335,1964.16,197,35.3514,F,3,0,N/A,STIPostImmigrating,0,18,77,0,0,MARITAL,NORMAL,113,3,3
1338,1964.17,99,37.0969,M,4,2,local,STIPreEmigrating,0,125,31,0,0,MARITAL,PAUSED,189,4,0
1338,1964.17,99,37.0969,M,2,0,N/A,STIPostImmigrating,0,125,31,0,0,MARITAL,PAUSED,189,2,0
1339,1964.17,281,45.9247,M,4,2,local,STIPreEmigrating,0,32,153,0,0,MARITAL,NORMAL,177,4,4
1339,1964.17,128,30.3221,F,3,1,local,STIPreEmigrating,0,164,11,0,0,INFORMAL,PAUSED,198,0,3
1339,1964.17,337,51.7568,M,2,4,local,STIPreEmigrating,0,54,164,0,0,MARITAL,NORMAL,194,2,2
1339,1964.17,337,51.7568,M,4,0,N/A,STIPostImmigrating,0,54,164,0,0,MARITAL,PAUSED,194,4,0
1339,1964.17,128,30.3221,F,1,0,N/A,STIPostImmigrating,0,164,11,0,0,INFORMAL,NORMAL,198,1,1
1339,1964.17,281,45.9247,M,2,0,N/A,STIPostImmigrating,0,32,153,0,0,MARITAL,PAUSED,177,2,0
1340,1964.17,23,54.4338,F,2,1,local,STIPreEmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,2
1340,1964.17,23,54.4338,F,1,0,N/A,STIPostImmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,1
1342,1964.18,55,44.7205,M,2,3,local,STIPreEmigrating,0,64,79,0,0,MARITAL,PAUSED,45,2,0
1342,1964.18,55,44.7205,M,3,0,N/A,STIPostImmigrating,0,64,79,0,0,MARITAL,PAUSED,45,3,0
1344,1964.18,103,48.7487,M,4,2,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,291,4,0
1344,1964.18,227,32.6116,M,2,4,local,STIPreEmigrating,0,130,50,0,0,TRANSITORY,PAUSED,274,2,0
1344,1964.18,251,34.5106,M,2,3,local,STIPreEmigrating,0,189,13,0,0,TRANSITORY,NORMAL,9,2,2
1344,1964.18,251,34.5106,M,3,0,N/A,STIPostImmigrating,0,189,13,0,0,TRANSITORY,PAUSED,9,3,0
1344,1964.18,227,32.6116,M,4,0,N/A,STIPostImmigrating,0,130,50,0,0,TRANSITORY,NORMAL,274,4,4
1344,1964.18,103,48.7487,M,2,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,PAUSED,291,2,0
1345,1964.18,328,57.2543,M,2,3,local,STIPreEmigrating,0,175,7,0,0,MARITAL,PAUSED,213,2,0
1345,1964.18,139,41.8478,M,2,4,local,STIPreEmigrating,0,109,8,0,0,MARITAL,PAUSED,211,2,0
1345,1964.18,142,36.6814,F,1,4,local,STIPreEmigrating,0,46,117,0,0,MARITAL,NORMAL,206,1,1
1345,1964.18,142,36.6814,F,4,0,N/A,STIPostImmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,4
1345,1964.18,139,41.8478,M,4,0,N/A,STIPostImmigrating,0,109,8,0,0,MARITAL,PAUSED,211,4,0
1345,1964.18,328,57.2543,M,3,0,N/A,STIPostImmigrating,0,175,7,0,0,MARITAL,PAUSED,213,3,0
1346,1964.19,73,30.9111,F,1,4,local,STIPreEmigrating,0,16,99,0,0,MARITAL,PAUSED,305,0,1
1346,1964.19,73,30.9111,F,4,0,N/A,STIPostImmigrating,0,16,99,0,0,MARITAL,NORMAL,305,4,4
1347,1964.19,13,30.1522,M,2,4,local,STIPreEmigrating,0,139,55,0,0,INFORMAL,PAUSED,50,2,0
1347,1964.19,255,37.3728,M,2,3,local,STIPreEmigrating,0,51,177,0,0,INFORMAL,PAUSED,155,2,0
1347,1964.19,98,37.1062,M,1,4,local,STIPreEmigrating,0,30,170,0,0,MARITAL,PAUSED,106,1,0
1347,1964.19,98,37.1062,M,4,0,N/A,STIPostImmigrating,0,30,170,0,0,MARITAL,NORMAL,106,4,4
