Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NumLookingToFeed,NumFedCount,NumGestatingBegin,NumGestatingEnd,NumAttemptFeedIndoor,NumAttemptFeedOutdoor,NumAttemptButNotFeed,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,NumGestatingOnDay_0,NumGestatingOnDay_1,NumGestatingOnDay_2,NumGestatingOnDay_3,NumGestatingOnDay_4,NumGestatingOnDay_5,NumGestatingOnDay_6,NumGestatingOnDay_7,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,340461476,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20753.3,1,0,0,0
1,340461476,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29337.3,1,0,0,0
2,340461476,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36911.8,1,0,0,0
3,340461476,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43595.3,1,0,0,0
4,340461476,1000,0,0,0,0,9092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49492.7,1,0,0,0
5,340461476,1000,3989,1933,0,2056,8243,0,0,909200,4546,3989,0,3989,4546,0,0,454600,4546,1132,0,0,5000,0,454,557,0,0,0,3989,0,0,0,0,0,54696.5,1,1132,1152,-20
6,340461476,1000,3616,1750,0,1866,7437,0,54612,0,0,0,3616,3616,0,0,0,0,0,0,0,0,0,0,373,0,0,0,3616,0,0,0,0,0,0,4676.29,0.060159,0,0,0
7,340461476,1000,3285,1593,0,1692,6693,0,49398,0,0,0,3285,3285,0,0,0,0,0,0,0,0,0,0,331,0,0,3285,0,0,0,0,0,0,0,13942,1,0,0,0
8,340461476,1000,2596,1207,0,1389,6038,0,44759,593000,2965,2596,0,2596,2965,0,0,296500,2965,677,0,0,0,0,320,369,0,0,0,2596,0,0,0,0,0,22156.1,1,677,664,13
9,340461476,1000,2349,1101,0,1248,5447,0,62802,0,0,0,2349,2349,0,0,0,0,0,0,0,0,0,0,247,0,0,0,2349,0,0,0,0,0,0,7267.73,0.0373627,0,0,0
10,340461476,1000,2121,994,0,1127,4918,0,56868,0,0,0,2121,2121,0,0,0,0,0,0,0,0,0,0,228,0,0,2121,0,0,0,0,0,0,0,15985.3,1,0,0,0
11,340461476,1000,1663,742,0,921,4444,0,51487,384000,1920,1663,0,1663,1920,0,0,192000,1920,450,0,0,0,0,201,257,0,0,0,1663,0,0,0,0,0,23822.5,1,450,476,-26
12,340461476,1000,1510,676,0,834,4034,0,70274,0,0,0,1510,1510,0,0,0,0,0,0,0,0,0,0,153,0,0,0,1510,0,0,0,0,0,0,7202.83,0.0620378,0,0,0
13,340461476,1000,1365,614,0,751,3680,0,63657,0,0,0,1365,1365,0,0,0,0,0,0,0,0,0,0,145,0,0,1365,0,0,0,0,0,0,0,15732.2,1,0,0,0
14,340461476,1000,1096,479,0,617,3314,0,57756,248400,1242,1096,0,1096,1242,0,0,124200,1242,284,0,0,0,0,123,146,0,0,0,1096,0,0,0,0,0,23320.7,1,284,283,1
15,340461476,1000,978,431,0,547,3006,0,75435,0,0,0,978,978,0,0,0,0,0,0,0,0,0,0,118,0,0,0,978,0,0,0,0,0,0,7130.67,0.0938836,0,0,0
16,340461476,1000,883,391,0,492,2741,0,68266,0,0,0,883,883,0,0,0,0,0,0,0,0,0,0,95,0,0,883,0,0,0,0,0,0,0,15613.5,1,0,0,0
17,340461476,1000,704,298,0,406,2458,18279,43634,157800,789,704,0,704,789,0,0,78900,789,182,0,0,0,0,94,85,0,0,0,704,0,0,0,0,0,41404.9,1,182,184,-2
18,340461476,1000,640,273,0,367,2214,16526,81051,0,0,0,640,640,0,0,0,0,0,0,0,0,0,0,64,0,0,0,640,0,0,0,0,0,0,5010.83,0.262388,0,0,0
19,340461476,1000,577,246,0,331,1988,14938,73444,0,0,0,577,577,0,0,0,0,0,0,0,0,0,0,63,0,0,577,0,0,0,0,0,0,0,13520.5,1,0,0,0
20,340461476,1000,485,209,0,276,1783,20974,58856,106200,531,485,0,485,531,0,0,53100,531,120,0,0,0,0,46,46,0,0,0,485,0,0,0,0,0,28905,1,120,123,-3
21,340461476,1000,6508,190,0,6318,7759,6702,82373,0,0,0,436,436,0,0,0,0,0,0,0,0,6072,0,49,0,0,0,436,0,0,0,0,0,0,6090.77,0.272175,0,0,0
22,340461476,1000,5397,170,0,5227,6975,6093,74557,0,5533,5002,395,5397,5533,0,0,0,5533,0,0,0,0,0,580,531,0,395,0,5002,0,0,0,0,0,14526.9,1,0,0,0
23,340461476,1000,4851,136,0,4715,6315,13453,59534,70800,354,318,4533,4851,354,0,0,35400,354,79,0,0,0,0,510,36,0,0,4533,318,0,0,0,0,0,30097.1,1,79,75,4
24,340461476,1000,6966,123,0,6843,8267,7136,83952,0,0,0,4426,4426,0,0,0,0,0,0,0,0,2540,0,425,0,0,4138,288,0,0,0,0,0,0,6161.95,0.4251,0,0,0
25,340461476,1000,5733,111,0,5622,7445,6470,75893,758000,6066,5467,266,5733,6066,0,0,379000,6066,0,0,0,0,0,634,599,0,266,0,5467,0,0,0,0,0,14647,1,0,0,0
26,340461476,1000,5176,80,5,5091,6740,13791,75586,48200,241,206,4970,5176,241,0,0,24100,241,45,0,0,0,0,522,35,0,0,4970,206,0,0,0,0,0,15329.9,0.0193232,45,44,1
27,340461476,1000,7355,70,4,7281,8719,7182,83758,0,0,0,4669,4669,0,0,0,0,0,0,0,0,2686,0,507,0,0,4493,176,0,0,0,0,0,0,7489.66,0.318049,0,0,0
28,340461476,1000,6018,65,197,5756,7929,6495,75763,816000,6515,5856,162,6018,6515,0,0,408000,6515,0,0,0,0,0,678,659,0,162,0,5856,0,0,0,0,0,15777.4,1,0,0,0
29,340461476,1000,5440,45,182,5213,7179,19722,70594,29080,146,124,5316,5440,146,0,0,14540,146,31,0,0,0,0,556,22,0,0,5316,124,0,0,0,0,0,21204.6,0.019335,31,37,-6
30,340461476,1000,7555,42,168,7345,9147,12542,85009,0,0,0,4901,4901,0,0,0,0,0,0,0,0,2654,0,539,0,0,4788,113,0,0,0,0,0,0,7017.54,0.729183,0,0,0
31,340461476,1000,6099,38,336,5725,8295,11383,76865,860360,6750,5993,106,6099,6750,0,0,430180,6750,0,0,0,0,0,699,757,0,106,0,5993,0,0,0,0,0,15362.6,1,0,0,0
32,340461476,1000,5496,26,315,5155,7495,19953,75232,18440,93,78,5418,5496,93,0,0,9220,93,20,0,0,0,0,588,15,0,0,5418,78,0,0,0,0,0,17173.1,0.0178561,20,14,6
33,340461476,1000,9595,22,282,9291,11388,8831,85225,0,0,0,4932,4932,0,0,0,0,0,0,0,0,4663,0,564,0,0,4865,67,0,0,0,0,0,0,7336.65,0.931295,0,0,0
34,340461476,1000,7778,20,1278,6480,10291,7980,77017,868120,8597,7717,61,7778,8597,0,0,434060,8597,0,0,0,0,0,937,880,0,61,0,7717,0,0,0,0,0,15682.8,1,0,0,0
35,340461476,1000,7071,13,1165,5893,9300,17025,75550,10560,54,44,7027,7071,54,0,0,5280,54,9,0,0,0,0,697,10,0,0,7027,44,0,0,0,0,0,17271.7,0.0180652,9,10,-1
36,340461476,1000,9665,76,998,8591,11688,8869,78779,0,0,0,6399,6399,0,0,0,0,0,0,0,0,3266,0,672,0,0,6361,38,0,0,0,0,0,0,14150.3,1,0,0,0
37,340461476,1000,7823,59,1939,5825,10597,12962,66395,1119920,8702,7788,35,7823,8702,0,0,559960,8702,26,0,0,0,0,928,914,0,35,0,7788,0,0,0,0,0,26629.2,1,26,21,5
38,340461476,1000,7079,53,1757,5269,9613,16892,81530,5840,31,30,7049,7079,31,0,0,2920,31,5,0,0,0,0,743,1,0,0,7049,30,0,0,0,0,0,11578,0.0237778,5,5,0
39,340461476,1000,9777,132,1535,8110,11983,8720,79652,0,0,0,6461,6461,0,0,0,0,0,0,0,0,3316,0,618,0,0,6432,29,0,0,0,0,0,0,13529.9,1,0,0,0
40,340461476,1000,7947,113,2338,5496,10815,13079,66836,1106720,8801,7923,24,7947,8801,0,0,553360,8801,55,0,0,0,0,952,878,0,24,0,7923,0,0,0,0,0,26411.1,1,55,44,11
41,340461476,1000,8849,105,2115,6629,11462,15496,79455,3960,21,20,7169,7189,21,0,0,1980,21,6,0,0,1660,0,757,1,0,0,7169,20,0,0,0,0,0,13849.6,0.0238643,6,9,-3
42,340461476,1000,9619,460,1815,7344,12059,10623,75802,0,1518,1371,6513,7884,1518,0,0,0,1518,0,0,0,1735,0,818,147,0,6495,18,1371,0,0,0,0,0,17553.4,1,0,0,0
43,340461476,1000,7937,368,2473,5096,10892,14724,63463,1116760,7441,6683,1254,7937,7441,0,0,558380,7441,230,0,0,0,0,924,758,0,18,1236,6683,0,0,0,0,0,29937.2,1,230,238,-8
44,340461476,1000,8960,319,2254,6387,11603,15506,81522,2480,13,9,7185,7194,13,0,0,1240,13,0,0,0,1766,0,739,4,0,1121,6064,9,0,0,0,0,0,11917.7,0.0268072,0,0,0
45,340461476,1000,10185,705,2000,7480,12832,9286,76349,195800,2607,2378,5453,7831,2607,0,0,97900,2607,0,0,0,2354,0,900,229,0,5447,6,2378,0,0,0,0,0,17125.6,1,0,0,0
46,340461476,1000,8429,530,2564,5335,11563,13643,80851,936000,7049,6281,2148,8429,7049,0,0,468000,7049,307,0,0,0,0,988,768,0,5,2143,6281,0,0,0,0,0,12654.4,0.0874648,307,285,22
47,340461476,1000,9299,470,2311,6518,12184,12421,82291,1000,5,5,7601,7606,5,0,0,500,5,0,0,0,1693,0,823,0,0,1922,5679,5,0,0,0,0,0,11241.5,0.0135196,0,0,0
48,340461476,1000,10030,841,2119,7070,12820,7461,75576,333560,3281,2949,5150,8099,3281,0,0,166780,3281,0,0,0,1931,0,868,332,0,5146,4,2949,0,0,0,0,0,17980.5,1,0,0,0
49,340461476,1000,8394,659,2543,5192,11592,15653,77664,888080,6399,5729,2665,8394,6399,0,0,444040,6399,378,0,0,0,0,966,670,0,3,2662,5729,0,0,0,0,0,15913.7,0.0539049,378,393,-15
